Event_ID,Line,Station,TS,Part_No,Torque,Temp,Defect,VIN,Supplier,Work_Order,Tool_ID,Inspection_Source,Scrap_Reason,Energy_kWh,Pressure,Warranty_Claim,Plan_Production
EVT-01075,GA-3,STN-07,15/09/2025 07:36:41,101-JKL,44.8,98.3 C,None,2ZFT0F73344NLY4FS,sup-05,WO-2025116,T-107,Camera,S2,3.06 kWh,47.0 PSI,No,113
EVT-01076,GA-2  , STN-05 ,2025-09-10 13:34:14,101-JKL,52.6,184.8F,OK,L142W1WR5XU5EYK2J,sup-01,WO-2025094,t-105,manual,S4,3.93 kWh,48.5,No,114
EVT-01077,GA-3,STN-02,08-07-2025 16:23:04,456DEF,47.4,84.9C,Repair,ZXAFFABDDFJHD8Z78,Sup-02,WO-2025123,T-102,camera,,2.94 kWh,48.6 psi,No,115
EVT-01078,GA-3,STN-09,2025/06/24 08:17:28,202MNO,61.8 Nm,193.6F,Repair,EZ p4G ZB2GV WJ3ZAXH,SUP-05,WO-2025290, T-109 ,Sensor,S2,2.52 kWh,34.4 psi,No,114
EVT-01079,GA-3  ,  STN-01,21/12/2025 20:50:15,202 MNO,54.0,82.2C,OK,2HP3ZtfB eNM 0uN6aY,sup-01, WO-2025075 ,T-101,Sensor,S2,3.02,53.2 PSI,No,120
EVT-01080,GA-2, STN-03 ,2025-02-08 19:13:13,456-def,57.3 Nm,97.5 C,OK,EtSA00 YWKK0CPhY0b,SUP-09,WO-2025297,T-103,Manual,,4.44 kWh,47.2,No,108
EVT-01081, GA-1 ,STN-01,10-02-2025 11:13:59,789-GHI,57.8,175.5F,None,E6JDW0LTG5CTPAA0D,Sup-05,WO-2025292,T-101,Sensor,,2.75 kWh,34.9 psi,No,116
EVT-01082, GA-1 ,STN-02  ,12-20-2025 17:06:20,789-GHI,55.7,201.0F,None,G0X3GXVFRF427 U T2 6,sup-05,WO-2025248,T-102,camera,S4,3.21 kWh,53.4 PSI,No,117
EVT-01083,GA-3,STN-05  ,04-09-2025 12:58:16,123-ABC,52.9,92.7 C,None,PYLMZS U8C G90MY7 AB,Sup-11,WO-2025189,T-105,CAMERA,S1,3.99,42.8 PSI,No,111
EVT-01084,  GA-3,STN-02  ,2025-06-08 13:24,789-GHI,60.5 Nm,63.2C,OK,T2DYKNYW6Z6J0UTGY,SUP-05,WO-2025102,T-102,CAMERA,,3.37,19.2,no,117
EVT-01085,GA-3,STN-01,10-04-2025 07:99:44,789-GHI,60.8 Nm,93.4 C,None,K5E0T96KX1PN524KT,SUP-09,WO-2025066,T101,Manual,S3,2.95,38.2 PSI,No,118
EVT-01086,  GA-1,  STN-03,03/04/2025 19:37:17,303-PQR,57.5,191.7F,na,TB6YNKD7YS 49 W8JNT,SUP-01,WO 2025244,T103,camera,,2.98,49.1 psi,No,116
EVT-01087,GA-2  ,  STN-05,2025-11-25 20:45,202-MNO,50.6,85.7C,OK,xZ DVKRVxzVJPCEw7H,SUP-09,WO-2025171,T-105, MANUAL ,,4.92,35.0 PSI,No,109
EVT-01088, GA-3 ,  STN-02,2025-04-02 17:44,202-mno,54.4 Nm,78.1C,Reject,A984VW KZSMKLKY8YG,SUP-01,WO 2025014,T-102,CAMERA,S4,2.81,48.1 psi,No,118
EVT-01089, GA-3 ,  STN-03,2025-02-07 19:20:02,202-mno,60.7,204.6F,Repair,T7EDF0dmMC M CP CP3Z,sup-02,WO-2025055,T-103,manual,,4.47 kWh,48.0 psi,Yes,120
EVT-01090,GA-3  , STN-03 ,10-05-2025 20:59:07,456-def,61.8,100.4 C,None,WSCGH8A7B2BB72PDB,sup-09, WO-2025114 ,T-103,Manual,S4,3.65 kWh,37.3,No,116
EVT-01091,GA-2,STN-07,2025-09-09 18:99,789-GHI,38.2,187.5F,None,0UJ89WW2FFPES2SVC,SUP-09,WO-2025100,T-107,probe,S4,3.29,38.4,No,110
EVT-01092,GA-1  ,  STN-03,2025-08-25 08:19,303 PQR,64.0,87.2C,None,UXY5ZDH3X57GDh kXr,SUP-11, WO-2025196 ,T103, SENSOR ,,3.86,43.6,No,124
EVT-01093,GA-1  , STN-02 ,05-11-2025 12:55:31,202-MNO,56.3,80.9 C,None,YAPTRM   6SFFUYX72S4,SUP-11,WO-2025002,T-102, SENSOR ,,3.53 kWh,35.9 psi,No,117
EVT-01094,  GA-1,  STN-01,04/06/2025 08:24:18,789-ghi,49.0,78.1 C,Reject,BAm L519C XKYC MnnWv,Sup-11,WO-2025081,t-101,CAMERA,S2,2.63,37.7 PSI,No,124
EVT-01095,  GA-2,  STN-07,13-08-2025 17:85:49,101 JKL,43.1,183.0F,None,31WBMC97C 7B P22 9YP,Sup-05,WO-2025008,T-107,Camera,,3.55 kWh,51.6,No,113
EVT-01096, GA-3 ,STN-02  ,09/12/2025 09:34:09,303-pqr,48.4,86.0C,OK,9KC 7eV3d69s53bG 14,SUP-02,WO 2025246,T102,manual,,3.14 kWh,52.1 psi,No,112
EVT-01097,  GA-3,  STN-07,2025-05-17 19:34,123ABC,55.5,88.4 C,OK,FMD23VF30J496ETJ8,sup-11,WO-2025195,T-107,Manual,,3.7,70.5,No,116
EVT-01098, GA-2 , STN-02 ,2025-07-06 19:03:44,202MNO,53.2 Nm,214.3F,None,v2P YHEDYK42 XbHVfN,sup-09,WO-2025053,T-102,operator,,3.65,47.4 PSI,No,111
EVT-01099,GA-3,STN-01  ,08-12-2025 05:54:17,101-JKL,45.4,91.3 C,None,5 7W67GTEXMTS5F866,SUP-11,WO-2025256,T-101, MANUAL ,,2.25,43.1,No,116
EVT-01100,GA-2,STN-03  ,20-09-2025 04:41:42,B0GUS-01,58.7,215.1F,None,0G AhZSSyM97HVxMKW,SUP-09, WO-ERR-0017 ,T103,Camera,S2,3.06 kWh,44.3 PSI,No,110
EVT-01101, GA-1 ,STN-09,02-10-2025 11:40:58,789-GHI,44.0,191.5F, na,E6JD w0 LTG5CTPA A0D,Sup-05,WO-2025292,T-109,sensor,,2.67,32.9,No,116
EVT-01102,  GA-1,  STN-01,06-17-2025 19:36:03,123ABC,75.1,85.7C,None,6PEM 9NNC8ZCH08P 3L,SUP-09,WO-2025091,T-101,probe,S1,3.45 kWh,40.9 psi,No,121
EVT-01103,GA-1,  STN-01,2025-03-12 07:48,101-JKL,44.5,85.8 C,None,1 3C534E4CG52D7286,Sup-01,WO 2025274,T-101, vision ,S2,2.44 kWh,51.2,No,115
EVT-01104,GA-2, STN-02 ,05/11/2025 12:11:10,789-ghi,62.4,194.7F,OK,D8 B2AM1HGC0TNPL8X,Sup-02, WO-2025127 ,T102,CAMERA,S2,3.44 kWh,46.9 PSI,No,112
EVT-01105,GA-1,STN-01,2025-09-09 06:54:01,789-GHI,78.1,102.0 C,None,ASRZZEGUV91JGJUH3,Sup-02,WO-2025064,T-101,Sensor,,2.12,39.4 psi,Yes,121
EVT-01106,GA-1,  STN-05,10-12-2025 06:53:49,123-ABC,38.3,91.8 C,None,HLKL8WJ62VZJAWF71,SUP-01,wo-2025178,t-105,CAMERA,,4.94,45.6,No,117
EVT-01107, GA-2 ,STN-01,2025/11/12 06:51:47,123-ABC,61.5,82.7 C,None,06EW5K03NXYSPG983,SUP-09,WO-2025034,T101,operator,,2.72,35.7,No,106
EVT-01108, GA-2 ,  STN-03,2025/06/05 06:56:27,789-ghi,44.2,80.8 C,None,3CRZU9F2PL5X0D4NK,SUP-02,WO-2025122,T-103,sensor,,2.87 kWh,38.7 psi,No,113
EVT-01109,  GA-3,STN-03,2025/12/18 10:22:27,123-abc,42.6,191.8F,na,7DH MFPLNSC3 YNCHKW,sup-09,WO-2025033,T-103,probe,S4,3.08 kWh,70.4,No,118
EVT-01110,GA-3,STN-02,12/08/2025 17:33:23,456-DEF,55.1,99.2C,None,DJYFXVYY8L3DDH1VZ,Sup-01,WO-2025010,T-102,camera,S3,2.54 kWh,49.8 psi,No,118
EVT-01111,GA-1,STN-07,2025-10-24 14:12:05,303-PQR,50.1,189.1F,None,6BSZRPDNPCK03AF4U,Sup-02,WO-2025239,T-107,manual,,2.67,36.0 PSI,Y,124
EVT-01112, GA-3 ,STN-03,2025-12-09 15:51,202-MNO,43.2 Nm,84.8C,None,P 8s RM39SDJ6FD01eG,sup-09,WO-2025257,T-103,operator,S2,4.04 kWh,48.6 PSI,No,115
EVT-01113,GA-1,STN-09,2025-11-08 07:40:38,101-jkl,54.7,207.3F,na,F07Z GV  D6PP7F6B1L8,SUP-09,WO-2025153,T-109,CAMERA,,3.05,53.0 PSI,No,122
EVT-01114,GA-3,STN-05  ,10-25-2025 09:49:37,101-jkl,60.0,89.1 C,Reject,F5EBC94D6NKAT1H21,SUP-09,WO-2025058,T-105, SENSOR ,S3,3.78,52.9,Yes,110
EVT-01115,  GA-1,STN-02,2025-08-01 14:32,123-ABC,64.0,96.3C,OK,VF XHR7TT K58GDFHWJ,sup-05,wo-2025128, T-102 , MANUAL ,S2,3.5 kWh,54.0 psi,No,123
EVT-01116, GA-1 ,STN-07,16-05-2025 07:55:26,202-mno,58.8,87.1C,None,BLP G0NR4H6S8TP 5XH,SUP-09, WO-2025057 ,T-107,CAMERA,,2.67,53.5 PSI,YES,116
EVT-01117,GA-3,  STN-01,12-10-2025 07:18:21,456 DEF,24.4,86.6C, OK,T2VS0FB8Y7JMTE3V7,SUP-05,WO-2025108,T-101, SENSOR ,,3.08,33.8,No,119
EVT-01118, GA-2 ,  STN-09,01-01-2025 20:07:30,303-PQR,38.4,66.9C,OK,RLPPT8TZpZLXCFAx S,Sup-01,WO 2025288,T-109, MANUAL ,,2.34 kWh,45.3,No,106
EVT-01119,  GA-1, STN-01 ,2025-05-11 05:41:21,123ABC,58.7,202.8F,None,c1pA DTKV0FKG8XY RU,Sup-05,WO-2025106,T-101,probe,,2.48 kWh,47.8 psi,Yes,117
EVT-01120, GA-2 ,STN-05  ,04-06-2025 12:00:34,456-DEF,57.5,178.0F,None,PJ93TH630WBBEUH28,Sup-09,WO-2025110,T-105, SENSOR ,S2,4.86,44.0,No,105
EVT-01121, GA-2 ,STN-01  ,21/10/2025 12:39:51,123-abc,61.0,99.5 C, None,FLL  DmglXy5wdUUMF2,SUP-01,WO 2025295,T-101,manual,S4,2.93,37.4,No,109
EVT-01122,GA-1,STN-05  ,2025-02-10 13:54,789-GHI,59.8,100.0 C,None,4s FV S984JAVKe2324,Sup-11,wo-2025210,T-105, SENSOR ,S4,4.63 kWh,44.0,No,123
EVT-01123,  GA-2,  STN-01,2025-01-17 09:96,303-pqr,41.2,84.7 C, None,56 DESG881Ub 9F ZZ9X,SUP-09,WO-2025139, T-101 ,Manual,,2.07 kWh,39.7,No,110
EVT-01124,GA-3,STN-02  ,2025-05-02 09:41:35,456-DEF,39.7,89.4 C,None,5UC 52UJ 92HEWZS0V L,SUP-02,WO-2025187,T102,Sensor,,2.61 kWh,51.6,No,110
EVT-01125,GA-3, STN-01 ,09-12-2025 15:46:28,202-MNO,40.5,173.5F,OK,P8SRM39SDJ6FD01EG,SUP-09,WO-2025257,T-101,Manual,,2.78,32.3,No,111
EVT-01126, GA-3 ,STN-05,05-10-2025 21:04:05,456-def,19.2 Nm,97.6C,OK,WS CGH8A7B 2 BB72PDB,SUP-09,WO-2025114,T-105,Manual,S2,5.46 kWh,37.2,No,114
EVT-01127,GA-2,STN-03,2025-06-11 21:12,456-DEF,43.3 Nm,98.8 C,OK,BM3HYZJCKV2DLPV84,SUP-09,WO-2025021,T-103,camera,S3,4.33,51.6 psi,No,115
EVT-01128,  GA-1, STN-05 ,2025-02-14 16:16:41,123-ABC,25.7,80.8 C,na,VDUMJ53UHTM96FF31,SUP-09,WO-2025170,T-105,manual,S1,4.38,50.2 PSI,No,116
EVT-01129,GA-1,STN-03,08-11-2025 07:23:25,101-JKL,50.8,81.0 C,None,F07ZGVD6PP7F6B1L8,SUP-09,WO-2025153,T-103,probe,S3,3.11 kWh,45.1 PSI,No,121
EVT-01130,GA-3  ,  STN-01,20-03-2025 17:27:46,101-JKL,52.1,95.1 C, na,TV SD86DWDWZMUGTHV,SUP-01,WO-2025207,T-101, vision ,,2.51,68.4 PSI,No,111
EVT-01131,GA-2,STN-03,2025-10-03 16:42:05,789 GHI,41.2,143.2F,None,J 54ZYH0KJ  EX6Pt7YN,Sup-05,WO-2025068,T-103,operator,S1,4.52,38.3 psi,No,114
EVT-01132,GA-3,STN-02,2025-05-18 17:49:23,202-MNO,46.8 Nm,94.1 C,None,67PNMMMF229AZKR3J,sup-05,WO-2025253,T-102, MANUAL ,S4,3.62,53.6 PSI,No,120
EVT-01133, GA-1 ,  STN-01,2025/06/17 13:52:00,101-JKL,47.8,101.5 C,None,SD4T0TK49JVN7T 65K,sup-01, WO-2025003 ,T101,sensor,S4,2.49 kWh,45.8 PSI,No,115
EVT-01134,GA-1,STN-09  ,2025/01/14 17:48:32,202MNO,63.0,93.6C,None,6FTL5XNA34TVBGWNK,sup-05,WO-2025267,T-109,camera,,1.99,53.5 PSI,No,123
EVT-01135,  GA-3,STN-09,2025-04-03 16:41:14,456DEF,44.2,87.9C, None,DHXYCX6ZSA75DC1UY,sup-01,WO-2025200, T-109 ,Camera,S2,2.49 kWh,52.5 psi,No,120
EVT-01136,GA-3  ,STN-03,03-05-2025 18:16:15,303-pqr,38.3,190.4F,OK,8U5EPA48SMPAT8RR4,Sup-01, WO-2025202 ,T-103,CAMERA,S3,3.37 kWh,34.5 PSI,No,118
EVT-01137,  GA-3,STN-09,2025-05-16 05:56:54,123-ABC,63.1,100.3 C,Reject,5PPYA8SNMBB3SNXZY,SUP-02,WO-2025192, T-109 ,Camera,S2,3.11,34.4 PSI,No,120
EVT-01138, GA-3 ,STN-02,21/04/2025 20:10:29,456DEF,46.1,94.9C,Repair,91994W5R ENGTXCE5A,SUP-11,WO-2025282,T-102,Manual,S1,2.78,54.0 psi,No,118
EVT-01139,GA-3  , STN-07 ,2025/04/02 17:49:47,202-MNO,58.7 Nm,79.4 C,None,A984VW KZSMKLKY8 Y G,SUP-01,WO-2025014,T-107,Sensor,S1,3.87,41.7 psi,No,115
EVT-01140, GA-2 ,STN-01,2025-10-24 16:37,123ABC,39.5,81.3 C,na,LVsaAJ84SY6P TZ Jdk,SUP-11,WO 2025025,T-101,manual,,2.23,49.5,No,113
EVT-01141,GA-1,STN-07  ,05/12/2025 17:70:26,789-GHI,47.8,183.9F,None,J8J7KVEK AU K11RJD8,Sup-05, WO-2025243 ,T-107,manual,S4,3.86,40.1 PSI,No,117
EVT-01142,GA-3,STN-05,16-05-2025 09:32:07,789-GHI,45.5,88.1 C,OK,44RAABMYVPWC6V8RJ,Sup-05,WO-2025043,T-105,Sensor,,5.53,41.2,No,117
EVT-01143,  GA-1,  STN-01,2025/08/04 17:41:12,456-DEF,47.9,82.8 C,Repair,ZK BB6ZEVYCYNACA2K,SUP-09,WO-2025101,T-101,manual,S2,2.17,38.8,No,125
EVT-01144,GA-2  , STN-05 ,11-05-2025 08:41:02,303-PQR,48.8,86.6C,None,E53K31VWDJH2PAGNP,sup-11,WO-2025028,T-105,probe,,3.98,34.2 PSI,No,112
EVT-01145,  GA-2,  STN-05,09-07-2025 12:36:55,101-JKL,58.1,180.1F,OK,6BRXZP653DZ JYM8PF,Sup-11,WO-2025169,T-105, vision ,,4.18 kWh,39.7 psi,No,108
EVT-01146,GA-2  ,STN-01,05-10-2025 12:59:24,123-ABC,43.5,98.8 C,OK,T5RZZ05ZMHU73733B,sup-11,WO-2025067,T-101, SENSOR ,S3,2.04 kWh,38.1,No,105
EVT-01147,  GA-2,  STN-05,24/02/2025 15:29:25,456 DEF,39.2,173.7F,Repair,6PSnFC4Z0 TPXrHFbv,SUP-05,WO-2025191,T105,sensor,S3,3.76,50.9,No,110
EVT-01148, GA-3 ,  STN-09,2025-12-06 16:58,303 PQR,50.0,95.4 C,OK,4XBWDDU8NCHD8MEYY,sup-02,WO-2025149, T-109 , SENSOR ,S1,2.58 kWh,47.3 PSI,No,119
EVT-01149,GA-1,STN-03,2025-03-13 11:40:34,789-GHI,54.3,99.1C,None,9E0KLLHSP7ZZ1K06Y,sup-01,WO-2025059,T-103,Camera,S1,3.28,46.7,No,119
EVT-01150,  GA-1,  STN-05,18-03-2025 17:26:12,123-ABC,56.4,95.4 C,Repair,HCdBR v4d4Nhw23DK0,SUP-09,WO-2025183,T-105,manual,,3.76 kWh,35.5,No,120
EVT-01151,GA-1  ,STN-09,2025-12-04 16:44,789-GHI,54.6,88.4 C,na,3F08C387  0E1A79NMZ,SUP-01,WO-2025150,T109, SENSOR ,,2.16,52.2,No,119
EVT-01152,  GA-2,STN-09,2025/02/07 14:02:24,303PQR,48.5,173.3F,None,BUJRKB4PRDBRFMM6G,SUP-05,wo-2025174, T-109 , SENSOR ,S1,2.51,51.8 psi,No,105
EVT-01153,  GA-1,  STN-03,07-02-2025 20:39:39,101 JKL,51.0 Nm,181.6F, None,9WH P 4DF4KY1G9DSAZ,Sup-02,WO-2025298,T-103,sensor,,3.72,32.2 PSI,No,115
EVT-01154,GA-1,STN-03,2025-07-11 17:41:41,789 GHI,58.8,85.5 C,None,8D3P DKX DGTdPUP6PS,SUP-05,wo-2025104,T-103,Manual,S3,4.28 kWh,53.8 PSI,No,125
EVT-01155,GA-3,STN-03,10-15-2025 20:54:17,456-DEF,42.3,95.6 C,None,AYTJEA5Y45BYK26RX,sup-09,WO-2025222,T-103,camera,,3.02,21.9,No,114
EVT-01156,GA-3,STN-05,03-08-2025 15:39:55,202-MNO,61.8 Nm,92.6 C,None,YC8U28U1TAYU8KG44,SUP-01,WO-2025030,T-105,Sensor,S1,4.82 kWh,43.8,No,118
EVT-01157,GA-2  ,STN-05  ,24/04/2025 20:52:45,303-pqr,57.7 Nm,86.0C,None,18 vg bYr71TB1Fg24V,sup-11,WO-2025231, T-105 , MANUAL ,S2,5.11,52.2 psi,No,113
EVT-01158,GA-2,  STN-01,2025/02/08 19:02:07,456 DEF,44.3 Nm,101.0C,OK,ETSA00YWKK0CPHY0B,Sup-09,WO-2025297,T-101,camera,,3.35,40.8 PSI,No,114
EVT-01159, GA-2 , STN-01 ,04-05-2025 05:99:02,303 PQR,44.5,84.2 C,OK,PPZ23CM5AFR71S2PA,SUP-11,wo-2025113,T101,Sensor,S3,3.06,41.7 PSI,No,109
EVT-01160,GA-2,STN-07,01-05-2025 09:32:45,123-ABC,48.4,81.1C,Reject,6WFUWZEZK3MD7Y730,SUP-01,WO-2025037,T-107,camera,S4,3.21 kWh,53.8 psi,No,108
EVT-01161,GA-2  ,  STN-09,2025-02-12 06:23:36,123-ABC,55.2,205.9F,OK,RYUFW1TEDEAT0XG19,SUP-01,WO-2025188,T-109,sensor,,2.47,36.5 psi,No,110
EVT-01162,GA-2,STN-07,2025-10-08 09:22:40,202-MNO,51.0,78.1C,None,JU5YJPLZK4XX8PTV7,Sup-02,WO-2025251,T-107,manual,S4,2.5 kWh,52.1,No,113
EVT-01163,GA-3,STN-01,2025-05-17 19:16:37,123-ABC,53.5,207.1F,OK,FMD23VF30J496ETJ8,sup-11,WO-2025195,T-101, SENSOR ,,3.35,51.0 PSI,No,120
EVT-01164, GA-2 ,  STN-09,2025-12-22 17:28:30,303-PQR,39.0,99.3C,na,PMW3YCDZK0Y65MWEM,Sup-09,WO-2025005,T-109,camera,S4,2.71 kWh,49.2,No,106
EVT-01165, GA-3 ,  STN-01,07-07-2025 07:16:36,456-DEF,63.9,52.8C,None,6TX 1ZK83G UFC GZB7U,SUP-05,WO-2025175,T-101,operator,S2,3.21,52.4 PSI,No,112
EVT-01166,GA-3  ,STN-07,12-10-2025 19:99:46,303 PQR,48.2 Nm,202.6F,Repair,JNUHLZNF2TUFEJGPV,SUP-02,wo-2025237, T-107 , MANUAL ,S2,2.44 kWh,51.4 PSI,No,111
EVT-01167,GA-3  ,STN-02,03-08-2025 15:31:22,202 MNO,25.3,94.2 C,None,YC8U28U1TAYU8KG44,sup-01,WO 2025030,T-102,Sensor,S4,3.75 kWh,35.7 psi,No,116
EVT-01168,GA-2,  STN-01,01/01/2025 19:48:04,303-PQR,51.2,99.7 C,None,RLPP T8Tzp ZLXcFA XS,SUP-01,WO-2025288,T-101,probe,S1,2.67,51.6,No,110
EVT-01169,GA-1,STN-09,2025-05-11 06:01:05,123-ABC,38.8,175.5F, OK,C1PADTKV0FKG8XYRU,sup-05,WO-2025106,T-109, vision ,S4,2.39,48.8,No,121
EVT-01170,GA-1  ,  STN-05,08-08-2025 11:06:59,202-MNO,60.1,82.2C,None,F8K5GBABPJ1TE8X9V,sup-01,WO-2025117,T-105,manual,,5.31 kWh,47.1 psi,No,123
EVT-01171,GA-1,STN-05,2025-06-18 10:26,789 GHI,40.4,80.5 C,None,NNMRFG1R25FY580NU,SUP-11,WO-2025172,T-105,camera,,3.73,33.6,No,115
EVT-01172,GA-1, STN-03 ,02/06/2025 12:87:38,123-ABC,52.6,177.1F,None,M2thbcC 2zg1pcNS9a,SUP-02,WO-2025287,T-103,manual,S4,4.05 kWh,45.1 psi,No,121
EVT-01173, GA-1 ,STN-05,08-03-2025 18:37:08,101JKL,49.9,78.6 C,Repair,S0ER9TC122117NZYU,SUP-11,WO-2025123,T-105,Manual,,4.26,64.4 psi,No,120
EVT-01174,GA-3,STN-09,2025/12/08 06:12:43,101-JKL,62.6,182.5F,None,57W67GTEXMTS5F866,SUP-11,WO-2025256,T-109,camera,S1,3.06 kWh,48.7,No,115
EVT-01175,GA-2,STN-05,2025-01-08 15:11:50,789-GHI,43.3 Nm,93.3 C,Repair,JTNZM42TK1641TEJP,SUP-05,WO-2025131,T-105, vision ,,4.82 kWh,45.7 PSI,No,111
EVT-01176,GA-3,STN-05,2025-08-24 18:18,303-PQR,59.5,190.9F,na,9N8479S2233D92CPP,SUP-02,WO-2025177,T-105,CAMERA,S3,3.74,48.7 PSI,No,116
EVT-01177,  GA-1,STN-05  ,19/11/2025 06:99:05,101 JKL,83.4,91.4C,None,RnGX23 YRE jP3L26z B,sup-11,WO-2025258, T-105 ,CAMERA,S4,5.28 kWh,53.1,No,122
EVT-01178,  GA-1, STN-09 ,2025-08-25 08:97:04,303-PQR,44.1,201.0F,None,UXY5ZDH3X57GDHKXR,Sup-11, WO-2025196 ,T-109, SENSOR ,S2,2.06 kWh,47.0,No,117
EVT-01179,GA-3,STN-05,10/10/2025 15:03:51,456-DEF,60.9,87.6 C,None,LL7CPXY1G5TMRMFFA,SUP-02,WO-2025051,T-105,sensor,,4.59,32.4,N,110
EVT-01180,GA-2  ,  STN-01,06-04-2025 11:39:00,456-DEF,48.5,193.1F,None,PJ9 3TH63 0WBBEUH28,SUP-09,WO-2025110,T-101,Camera,S4,2.55 kWh,44.3 psi,No,105
EVT-01181,GA-2  , STN-03 ,2025-02-02 20:24,202-MNO,47.5,98.4 C,None,D4S X L67C7HR5NN 5GC,sup-01,WO-2025097,T-103,camera,,3.49,46.6 psi,No,115
EVT-01182,GA-3,STN-05  ,2025-04-19 15:23,101JKL,41.1,197.6F,None,U3TWZ65RJ3XJJ807C,Sup-05, WO-2025157 ,T-105,probe,S3,3.68 kWh,20.0,No,110
EVT-01183,GA-2,STN-01  ,2025/05/10 19:38:45,303-pqr,25.3,92.6C,OK,616N9TT7 U30CW4VLC,SUP-09,WO-2025006,T-101,probe,,2.56,43.6 PSI,No,109
EVT-01184, GA-3 ,STN-05,07-08-2025 15:99:01,456-def,43.8,101.0 C,None,GVG81JX0GPWS2WNR6,Sup-02,WO-2025235,T-105, vision ,S2,5.64,35.1 PSI,No,117
EVT-01185,GA-3  ,STN-02  ,2025-07-07 07:22,456DEF,51.9 Nm,82.8C,None,6TX1Zk83 gUFCgZb7U,SUP-05,wo-2025175,T-102,Sensor,S2,3.24 kWh,44.5 psi,No,112
EVT-01186,GA-2,STN-02  ,02-22-2025 13:99:27,303-PQR,41.4,89.3C,OK,PH9TDBDX3PCN9U95A,sup-11,WO 2025000,T-102,CAMERA,S4,3.37,48.0 psi,No,108
EVT-01187, GA-1 , STN-09 ,2025-02-10 14:00:48,789 GHI,40.8,95.6C,None,4 SFVS 984JAVKE23 24,SUP-11,WO-2025210,T-109,manual,S2,2.34 kWh,37.0 PSI,No,119
EVT-01188,GA-1,STN-03,2025-12-10 08:16,456-DEF,72.3,206.1F,OK,5HZ8Y43EWH5RT2DZ7,SUP-09,WO-2025217,T-103, vision ,S2,2.81 kWh,47.3 PSI,No,118
EVT-01189,GA-2  ,  STN-07,2025-11-01 10:24:37,101-JKL,70.9 Nm,84.5 C,Reject,6HB3  TUW4CHFUM5 74H,SUP-09,WO-2025242,t-107,manual,s2,3.88 kWh,53.9,No,112
EVT-01190,GA-1, STN-03 ,2025/07/03 15:96:33,456-def,46.5,88.4 C,Repair,V LP2 241AFV3C40XAM,SUP-09, WO-2025272 ,T-103,Sensor,S2,4.59 kWh,52.4 PSI,Yes,122
EVT-01191,GA-3  ,  STN-02,16/03/2025 13:17:30,303-PQR,80.3,84.8 C,None,9RXS7F1 39F Y2RA JEG,SUP-02,WO-2025271,T-102,sensor,S4,2.43,49.4 psi,No,116
EVT-01192,GA-2, STN-07 ,02/10/2025 21:38:28,101-jkl,51.0,205.0F,None,5J71AM1FP9URP4 AMR,sup-11, WO-ERR-0011 ,BAD-TOOL,probe,S2,3.57 kWh,33.0 psi,No,110
EVT-01193,  GA-2,  STN-02,2025/10/01 18:52:23,789-GHI,85.3,196.3F,OK,CL7XYD6KKSKAB1Z2M,Sup-09,WO-2025261,T-102,operator,S4,2.5,68.6 PSI,No,111
EVT-01194,  GA-3,  STN-01,2025/04/09 10:50:44,303-pqr,55.2,79.7C,na,Z MV5917HF3F Pf 72PZ,SUP-02,WO-2025001,T-101, vision ,S3,3.27 kWh,46.7 PSI,No,114
EVT-01195,GA-2,STN-09,04/10/2025 18:28:42,202-MNO,58.4,57.1 C,None,4Z8M7YXZ0S4CV37TC,Sup-01,WO-2025260,T-109,CAMERA,S4,2.5,36.9 PSI,No,107
EVT-01196,GA-1,STN-05,09/06/2025 15:10:56,303-PQR,47.5,81.3C,na,LPSEBSX2GVKB6MY01,SUP-11,WO-2025137,T-105,operator,,5.72 kWh,45.7,No,119
EVT-01197,GA-3  ,STN-03  ,09-08-2025 06:28:02,123-ABC,57.6,100.0C,None,Z9M0E9XZ5XCA14DA0,SUP-09,WO-2025167,T-103,probe,S1,4.21,48.7 psi,No,114
EVT-01198, GA-3 , STN-09 ,08-11-2025 14:25:40,101-JKL,38.4,209.3F,None,0S  X6L87PTCG8S7RSE,Sup-02,WO-2025105,t-109, SENSOR ,S4,3.13 kWh,40.6 PSI,No,115
EVT-01199, GA-2 ,  STN-05,16/07/2025 20:23:29,456-DEF,41.2 Nm,201.4F,None,FA3C7C8AYHPU5KXWT,Sup-02,WO-2025264,T105,Camera,S4,3.92,48.0 PSI,No,108
EVT-01200,GA-2  ,STN-07  ,01-13-2025 15:46:15,303 PQR,54.2,84.9C,None,V0A2G6AP8VBK6U3RN,sup-11,wo-2025098,T107,probe,S1,3.87,40.3 PSI,No,108
EVT-01201,GA-2,STN-05,2025/07/23 18:36:18,789-GHI,56.8 Nm,79.4 C, None,URFVEPEZUZ189F9V6,sup-11,WO-2025119,T-105, vision ,S3,4.57 kWh,35.3 PSI,No,115
EVT-01202,  GA-3, STN-05 ,2025/06/06 14:03:42,456DEF,54.2,99.9 C,None,5FUM7TBTYCZ643M34,Sup-05,wo-2025138,T-105,Sensor,S2,4.52,53.1 psi,YES,116
EVT-01203,GA-3  ,STN-07  ,25/10/2025 09:54:05,101 JKL,48.3,83.6 C,None,F5ebC94D6NK At1h21,SUP-09,WO-2025058,t-107, vision ,,2.46,45.5 psi,No,116
